Codigo,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Cancer.Risk,Development.Risk,Allergies.Risk,Endocryne.Risk,Prohibited.Risk,Env.Risk,Total.Risk,HPC.score,norm.Cancer.Risk,norm.Development.Risk,norm.Allergies.Risk,norm.Endocryne.Risk,norm.Prohibited.Risk,norm.Env.Risk,norm.Total.Risk,norm.HPC.score,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62
7798120266170,Caviahue spray solar fps 50,170ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,13,4.76923076923077,4.46153846153846,12.6923076923077,4,8,8.38461538461539,38.0153846153846,38.0153846153846,1.76836646499568,3.61172161172161,2.99755070261854,3.05263157894737,2.55756422454805,1.99379389188306,2.90200368755407,2.90200368755407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779984,Caviahue PROTECTOR SOLAR FPS 70+,90gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,24,9.91666666666667,5.91666666666667,11.0833333333333,4.54166666666667,4.79166666666667,8.95833333333333,36.2833333333333,36.2833333333333,3.67696629213483,4.78968253968254,2.61755816405426,3.46600877192983,1.53187440532826,2.13021939136588,2.769783028513,2.769783028513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779985,Eucerin Sun Face Oil Control FPS30,,Cuidado Personal;Cuidado Facial;Protectores Solares,,31,4.64516129032258,3.45161290322581,5.70967741935484,3.09677419354839,6.61290322580645,9.45161290322581,28.7870967741935,28.7870967741936,1.72236317506343,2.7941628264209,1.34845829261491,2.36332767402377,2.11411558884013,2.24751729333607,2.19753822926934,2.19753822926935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779986,Villeneuve Protector solar en crema FPS 50,130gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,27,7.66666666666667,3.85185185185185,12.5925925925926,4.59259259259259,5.81481481481481,6.66666666666667,34.2851851851852,34.2851851851852,2.84269662921348,3.11816578483245,2.97400092156542,3.50487329434698,1.8589702928428,1.58527954706298,2.61724917010615,2.61724917010615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779987,Villaneuve protector solar efecto seco FPS 30,200ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,11,2.27272727272727,2.27272727272727,7.18181818181818,5.45454545454545,2.72727272727273,4.63636363636364,22.5,22.5,0.842696629213481,1.83982683982684,1.69613475018691,4.16267942583732,0.871896894732293,1.10248986682108,1.7175962739975,1.7175962739975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779988,Villaneuve protector solar en crema FPS 25,130gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,27,7.66666666666667,3.85185185185185,12.5925925925926,4.59259259259259,5.81481481481481,6.66666666666667,34.2851851851852,34.2851851851852,2.84269662921348,3.11816578483245,2.97400092156542,3.50487329434698,1.8589702928428,1.58527954706298,2.61724917010615,2.61724917010615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779989,La roche posay ANTHELIOS DP LOCIÓN FPS 50+ PANTALLA SOLAR PARA NIÑOS,250ml,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,30,6.76666666666667,3.6,8.6,1.53333333333333,7.73333333333333,12.6333333333333,34.7766666666667,34.7766666666667,2.50898876404494,2.91428571428572,2.0310676881985,1.17017543859649,2.47231208372979,3.00410474168435,2.65476769283199,2.65476769283199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005800066627,Eucerin Sun Kids Spray FPS 50+,200ml,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,27,5.51851851851852,3.51851851851852,8,4.59259259259259,6.14814814814815,7.40740740740741,30.2185185185185,30.2185185185185,2.0461922596754,2.84832451499118,1.88936529134744,3.50487329434698,1.96553546886564,1.76142171895887,2.3068095472503,2.3068095472503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7793742004650,Dermaglos PROTECTOR SOLAR BEBÉS con FPS 65,120gr,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,26,7.84615384615385,3.57692307692308,10.4615384615385,3.65384615384615,4.38461538461539,9.26923076923077,32.1307692307692,32.1307692307692,2.90924805531547,2.8956043956044,2.47070845791589,2.78846153846154,1.40174193076192,2.20414829332026,2.45278620050856,2.45278620050856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337875654586,Vichy Protector Solar Niños Idéal Soleil Spray,200ml,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,24,7.875,3.66666666666667,8.91666666666667,1.5,7.58333333333333,12.5416666666667,34.9958333333333,34.9958333333333,2.91994382022472,2.96825396825397,2.10585506431434,1.14473684210526,2.42435775451951,2.98230714791225,2.67149835283426,2.67149835283426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798120266200,Caviahue Protector Solar FPS70 Pediatrico,90ml,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,24,9.91666666666667,5.91666666666667,11.0833333333333,4.54166666666667,4.79166666666667,8.95833333333333,36.2833333333333,36.2833333333333,3.67696629213483,4.78968253968254,2.61755816405426,3.46600877192983,1.53187440532826,2.13021939136588,2.769783028513,2.769783028513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005808555741b,NIVEA BLOQUEADOR SOLAR FPS 60 SENSITIVE PROTECT & PLAY,200ml,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,33,8.63636363636364,3.6969696969697,10.4939393939394,4.72727272727273,7.27272727272727,7.87878787878788,34.9333333333333,34.9333333333333,3.20224719101123,2.992784992785,2.47836060755159,3.60765550239235,2.32505838595278,1.87351219198353,2.66672725207315,2.66672725207315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7796045102276b,Rayito De Sol Protector Solar Kids Fps65 Pediatric,90gr,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,24,5.41666666666667,6.54166666666667,11.6666666666667,4.625,4.25,8.25,35.875,35.875,2.00842696629213,5.29563492063493,2.75532438321503,3.5296052631579,1.35870599429115,1.96178343949044,2.73861183687379,2.73861183687379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8429420196377,ISDIN FOTO PEDIATRIC FUSION WATER SPF50,50gr,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,28,7.25,5.28571428571429,11.0357142857143,1.71428571428571,11.7142857142857,16.1071428571429,46.5821428571429,46.5821428571429,2.68820224719101,4.27891156462586,2.60631194208197,1.30827067669173,3.74500475737393,3.83014861995754,3.55596955583324,3.55596955583324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504105036775,Mustela Very High Protection Sun Lotion - SPF 50+,100ml,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,21,6,0,2.9047619047619,1.71428571428571,3.23809523809524,7.19047619047619,15.647619047619,15.647619047619,2.22471910112359,0,0.686019540310677,1.30827067669173,1.03520456707898,1.70983722576079,1.19450187436101,1.19450187436101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77998,Fotoprotector ISDIN Fusion Fluid Mineral Baby Pediatrics SPF 50+,,Cuidado Personal;Cuidado Corporal;Niños;Protectores Solares,,29,5.41379310344828,1.37931034482759,5.86206896551724,1.79310344827586,3.24137931034483,8.24137931034483,21.0586206896552,21.0586206896552,2.00736148779543,1.11658456486043,1.38444870486666,1.36842105263158,1.03625447029102,1.95973350904165,1.60756481920349,1.60756481920349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77999,Sentida botánica protector solar FPS30,125gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,19,3.57894736842105,0.947368421052632,4.54210526315789,0,6.05263157894737,1.57894736842105,13.4789473684211,13.4789473684211,1.32702542874039,0.766917293233083,1.07271200423213,0,1.9349992488357,0.375460945357022,1.02895065677371,1.02895065677371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779100,WENEAR PROTECTOR SOLAR FPS30+,30ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,17,4.70588235294118,0.882352941176471,1.70588235294118,0,2.38823529411765,2.58823529411765,8.03529411764706,8.03529411764706,1.74487772637145,0.714285714285715,0.402879363596146,0,0.763508143504788,0.615461471212688,0.613395166086428,0.613395166086428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779101,Umbrella Protector Solar Piel Sensible Spf 50,60gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,28,10.8214285714286,2.71428571428571,6.21428571428571,1.71428571428571,4.53571428571429,11.3571428571429,27.6178571428571,27.6178571428571,4.01243980738363,2.19727891156462,1.46763196738596,1.30827067669173,1.4500475737393,2.70063694267516,2.10828126774963,2.10828126774963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779102,PROTECTOR SOLAR FACIAL BIOACTIV FPS 50,30gr,Cuidado Personal;Cuidado Facial;Protectores Solares,,12,3.08333333333333,1,5.5,3.83333333333333,1.33333333333333,6.33333333333333,18.3083333333333,18.3083333333333,1.14325842696629,0.80952380952381,1.29893863780137,2.92543859649123,0.426260704091341,1.50601556970983,1.39761444961945,1.39761444961945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779103,Natura protector solar ekos buriti,120ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,37,4.59459459459459,1.35135135135135,7.99189189189189,0,7.43243243243243,2.48648648648649,19.7216216216216,19.7216216216216,1.70361372608563,1.09395109395109,1.8874503940927,0,2.37611541131998,0.59126642566133,1.50550150286604,1.50550150286604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779104,Aurelia protector solar facial fps 40,60ml,Cuidado Personal;Cuidado Facial;Protectores Solares,,14,2.57142857142857,0.857142857142857,2.14285714285714,0,3.78571428571429,0.857142857142857,7.9,7.9,0.953451043338682,0.693877551020408,0.506079988753778,0,1.21027592768792,0.203821656050955,0.603067136203567,0.603067136203567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779105,Ecodherm protector solar spf 30 UVA ,,Cuidado Personal;Cuidado Corporal;Protectores Solares,,14,4.21428571428571,0.857142857142857,1.64285714285714,0,3.87857142857143,1.57142857142857,8.37142857142857,8.37142857142857,1.56260032102728,0.693877551020408,0.387994658044563,0,1.23996194100857,0.373673036093417,0.639054867658752,0.639054867658752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779106,ISDIN AGE REPAIR FUSION WATER 50 DAYLI,,Cuidado Personal;Cuidado Facial;Protectores Solares,,42,8.47619047619048,6.07142857142857,16.8095238095238,1.80952380952381,16.3333333333333,19.6428571428571,61.5142857142857,61.5142857142857,3.14285714285714,4.91496598639456,3.96991635622409,1.38095238095238,5.22169362511894,4.67091295116771,4.69585368624332,4.69585368624332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779107,Agua Protectora Solar Hidratante FPS 50 CAPITAL SOLEIL,,Cuidado Personal;Cuidado Corporal;Protectores Solares,,23,6.39130434782609,4.43478260869565,10.195652173913,4.08695652173913,4.82608695652174,7.56521739130435,31.7478260869565,31.7478260869565,2.36980947728383,3.59006211180124,2.40791391750529,3.11899313501144,1.54287841806975,1.798947659928,2.42355323531009,2.42355323531009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779108,Capital Soleil BB Cream con Protección Solar,,Cuidado Personal;Cuidado Corporal;Protectores Solares,,40,11.7,6.475,16.9125,4.4,12.65,21.775,63.3825,63.3825,4.33820224719101,5.24166666666667,3.9942363112392,3.35789473684211,4.04414843006661,5.17791932059447,4.83846870385096,4.83846870385096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779109,Veganis Protetor Solar 50 fps,135ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,32,10.9375,6.625,17.25,5.84375,8.25,11.84375,50.90625,50.90625,4.05547752808988,5.36309523809524,4.07394390946792,4.45970394736842,2.63748810656518,2.81634819532908,3.88606156991934,3.88606156991934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779110,PROTECTOR SOLAR DIARIO 50 FPS,60gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,32,11.21875,6.625,17.4375,5.84375,8.25,12.125,51.403125,51.403125,4.15976123595505,5.36309523809524,4.11822590848388,4.45970394736842,2.63748810656518,2.8832271762208,3.92399182097012,3.92399182097012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779111,Aurelia Solare 40 - Pantalla solar mineral FPS 40,,Cuidado Personal;Cuidado Facial;Protectores Solares,,14,2.57142857142857,0.857142857142857,2.14285714285714,0,3.78571428571429,0.857142857142857,7.9,7.9,0.953451043338682,0.693877551020408,0.506079988753778,0,1.21027592768792,0.203821656050955,0.603067136203567,0.603067136203567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779112,Caviahue protector solar fps50,170ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,12,4.5,4.33333333333333,11.7083333333333,3.91666666666667,7.5,7.75,35.6583333333333,35.6583333333333,1.66853932584269,3.50793650793651,2.76516482744078,2.9890350877193,2.3977164605138,1.84288747346072,2.72207202090196,2.72207202090196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779113,Rayito de sol gel post solar extra refrescante,200gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,14,1.14285714285714,0,7.03571428571429,0.857142857142857,4.57142857142857,2.28571428571429,14.8642857142857,14.8642857142857,0.423756019261636,0,1.66162929640824,0.654135338345865,1.46146527117032,0.543524416135881,1.13470407815517,1.13470407815517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779114,Rayito de sol gel post solar aloe vera,200gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,15,1.93333333333333,0,7.56666666666667,1.13333333333333,3.6,2.6,15.0933333333333,15.0933333333333,0.716853932584268,0,1.78702467139946,0.864912280701752,1.15090390104662,0.618259023354564,1.15218902646825,1.15218902646825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779115,Rayito de sol protector solar Fps 50,200gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,31,15.0967741935484,4.96774193548387,15.9032258064516,4.96774193548387,8.03225806451613,12.1612903225806,47.541935483871,47.541935483871,5.59768031895614,4.02150537634409,3.75587535739632,3.7911714770798,2.56787698351801,2.8918567221423,3.62923783314339,3.62923783314339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791116,Bioderma Photoderm NUDE Touch SPF 50+ Teinte Claire,40ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,30,6,2.56666666666667,6.56666666666667,0,7.56666666666667,10.6,27.9,27.9,2.22471910112359,2.07777777777778,1.55085400998103,0,2.41902949571837,2.52059447983014,2.1298193797569,2.1298193797569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779117,ACF Camuflaje UV Barra,30gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,14,3.21428571428571,0.428571428571429,3.5,2.64285714285714,2.57142857142857,5.28571428571429,14.75,14.75,1.19181380417335,0.346938775510205,0.826597314964506,2.01691729323308,0.822074215033303,1.25690021231422,1.12597977962058,1.12597977962058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77911811,Soleil Protector solar fps 99,50gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,17,1.41176470588235,1.94117647058824,8.35294117647059,3.64705882352941,5.11764705882353,0.941176470588235,20.1411764705882,20.1411764705882,0.523463317911433,1.57142857142858,1.9727196424363,2.78328173374613,1.63608887893883,0.223804171350068,1.53752931821371,1.53752931821371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7796045102610,RAYITO DE SOL PROTECTOR SOLAR MINERAL FPS 50,50GR,Cuidado Personal;Cuidado Corporal;Protectores Solares,,14,3.71428571428571,1.42857142857143,2.35714285714286,0,4,2.28571428571429,10.4428571428571,10.4428571428571,1.37720706260032,1.15646258503402,0.556687987629157,0,1.27878211227403,0.543524416135881,0.797182778598202,0.797182778598202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337875761031,LA ROCHE-POSAY PROTECTOR SOLAR DE USO DIARIO,50ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,34,5,5.02941176470588,10.1617647058824,1.64705882352941,5.52941176470588,11.3235294117647,34.1911764705882,34.1911764705882,1.85393258426966,4.07142857142857,2.39991069176671,1.25696594427244,1.76772821402586,2.69264393655551,2.61007276930992,2.61007276930992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792222121,Laboratorio Molecular fps antioxidante +60,,Cuidado Personal;Cuidado Corporal;Protectores Solares,,17,3.52941176470588,0,2.20588235294118,0,1.64705882352941,2.23529411764706,6.44117647058824,6.44117647058823,1.30865829477858,0,0.520964694305362,0,0.526557340348129,0.531534906956413,0.491704031379677,0.491704031379676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7790375267766,Bagovit PostSolar Aloe Vera,200g,Cuidado Personal;Cuidado Corporal;Protectores Solares,,24,0.791666666666667,0,7.0625,1.25,5.20833333333333,4.91666666666667,18.5166666666667,18.5166666666667,0.293539325842696,0,1.66795529626766,0.953947368421053,1.66508087535681,1.16914366595895,1.41351811882313,1.41351811882313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798167583322,Sulderm FPS 50+,50gr,Cuidado Personal;Cuidado Corporal;Protectores Solares,,34,10.0294117647059,5.79411764705882,12.0882352941176,1.82352941176471,5.82352941176471,21.2647058823529,47.7970588235294,47.7970588235294,3.71877065432915,4.69047619047619,2.85488652479337,1.39164086687307,1.8617563105166,5.0565754964406,3.64871333970371,3.64871333970371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779123,Ecodherm protector solar spf 30 UVA,60cc,Cuidado Personal;Cuidado Corporal;Protectores Solares,,16,4.75,0.875,1.6875,0,4.2875,2.6875,10.0125,10.0125,1.76123595505618,0.708333333333334,0.398537991143601,0,1.37069457659372,0.639065817409765,0.764330341928888,0.764330341928888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779123111,Isdin Fotoprotector gel cream 50spf,250ml,Cuidado Personal;Cuidado Corporal;Protectores Solares,,31,7.74193548387097,5.7741935483871,8.93548387096774,3.38709677419355,7.09677419354839,13.741935483871,39.7096774193548,39.7096774193548,2.87060529177238,4.67434715821813,2.11029913590017,2.5848896434635,2.2688069733894,3.26772138894597,3.03134195453895,3.03134195453895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779126111,BlueBerry Siberica Face cream spf20,,Cuidado Personal;Cuidado Facial;Protectores Solares,,27,1.27272727272727,0.818181818181818,1.63636363636364,3.09090909090909,0.818181818181818,2.18181818181818,8.67272727272727,8.67272727272727,0.471910112359549,0.662337662337662,0.386461082321068,2.35885167464115,0.261569068419687,0.518818760856976,0.662055291068127,0.662055291068127,,Vaccinium Myrtillus Fruit Extract*,Sambucus Nigra Fruit Extract*,Hippophae Rhamnoides Fruit Extract WH Rubus Arcticus Fruit Extract*,Niacinamide,Sodium Hyaluronate,Tocopheryl Acetate,Sodium Stearoyl Glutamate,Xanthan Gum,Citric Acid,Benzyl Alcohol,Ethylhexylglycerin,Sodium Benzoate,Potassium Sorbate,Parfum,CI 28440,CI 16035,,,,,,,,,,,,,,,,,,,,,,,